Product N,Medication Code,Product Name,Sub Category 1,Sub Category 2,Product ID,Formulation,Strength,Base Rate,NHIA App,NHIA Claim Co-Payment,Claim Amount,NHIA Claim,Bill Effective,Insurance Covered,Is Active
ATTENDANCE  BOOK (NA | ATTENDANCE  BOOK) (863 | ATTENDANCE  BOOK (NA | ATTENDANCE  BOOK)),863,ATTENDANCE  BOOK (NA | ATTENDANCE  BOOK),10,Stationery,863,,,0,,0,,,,no,TRUE
AURAL SYRINGE (NA | NA) (1274 | AURAL SYRINGE (NA | NA)),1274,AURAL SYRINGE (NA | NA),9,Non-Drug Consumables,1274,,,0,,0,,,,no,TRUE
AUTOCLAVE MACHINE (NA | AUTOCLAVE MACHINE) (705 | AUTOCLAVE MACHINE (NA | AUTOCLAVE MACHINE)),705,AUTOCLAVE MACHINE (NA | AUTOCLAVE MACHINE),9,Non-Drug Consumables,705,,,0,,0,,,,no,TRUE
AUTOCLAVE POUCHES (NA | NA) (1351 | AUTOCLAVE POUCHES (NA | NA)),1351,AUTOCLAVE POUCHES (NA | NA),9,Non-Drug Consumables,1351,,,0,,0,,,,no,TRUE
AUTOCLAVE TAPE (NA | NA) (1198 | AUTOCLAVE TAPE (NA | NA)),1198,AUTOCLAVE TAPE (NA | NA),9,Non-Drug Consumables,1198,,,0,,0,,,,no,TRUE
AUTOMATED EXTERNAL DEFIBRILLATOR (NA | NA) (1329 | AUTOMATED EXTERNAL DEFIBRILLATOR (NA | NA)),1329,AUTOMATED EXTERNAL DEFIBRILLATOR (NA | NA),11,Non-Consumables,1329,,,0,,0,,,,no,TRUE
AUTOSCOPE (NA | NA) (1106 | AUTOSCOPE (NA | NA)),1106,AUTOSCOPE (NA | NA),11,Non-Consumables,1106,,,0,,0,,,,no,TRUE
Azithromycin Capsule 250mg (AZITHRCA1 | Azithromycin Capsule 250mg),AZITHRCA1,Azithromycin Capsule 250mg,4,Pharmacy,74,Capsule,250 mg,4.3,,0,3.58,,1/3/2025,yes,TRUE
Azithromycin Suspension 200mg/5ml (AZITHRSU1 | Azithromycin Suspension 200mg/5ml),AZITHRSU1,Azithromycin Suspension 200mg/5ml,4,Pharmacy,75,Suspension,200 mg/5 mL/15mL,38,,0,35.2,,1/3/2025,yes,TRUE
BABY COT (NA | NA) (1114 | BABY COT (NA | NA)),1114,BABY COT (NA | NA),11,Non-Consumables,1114,,,0,,0,,,,no,TRUE
BABY MONITORING FORM (NA | BABY MONITORING FORM) (706 | BABY MONITORING FORM (NA | BABY MONITORING FORM)),706,BABY MONITORING FORM (NA | BABY MONITORING FORM),9,Non-Drug Consumables,706,,,0,,0,,,,no,TRUE
Badoe's Solution  (BADOESIN1 | NA),BADOESIN1,Badoe's Solution  (BADOESIN1 | NA),4,Pharmacy,77,,1000 mL,0,,0,22,,1/3/2025,yes,TRUE
BANDAGE P.O.P 6''(15CM) (NA | NA) (1096 | BANDAGE P.O.P 6''(15CM) (NA | NA)),1096,BANDAGE P.O.P 6''(15CM) (NA | NA),9,Non-Drug Consumables,1096,,,0,,0,,,,no,TRUE
Beclometasone Dipropionate (200 microgram/metered dose (200 doses)) (BECDIPGA3 | Beclometasone Dipropionate),BECDIPGA3,Beclometasone Dipropionate (200 microgram/metered dose (200 doses)) (BECDIPGA3 | Beclometasone Dipropionate),4,Pharmacy,79,Inhaler,200 microgram/metered dose (200 doses),0,,0,87.94,,1/3/2025,yes,TRUE
Beclometasone Dipropionate (50microgram/metered dose (200 doses)) (BECDIPGA1 | Beclometasone Dipropionate),BECDIPGA1,Beclometasone Dipropionate (50microgram/metered dose (200 doses)) (BECDIPGA1 | Beclometasone Dipropionate),4,Pharmacy,80,Inhaler,50microgram/metered dose (200 doses),0,,0,119.9,,1/3/2025,yes,TRUE
Beclometasone Dipropionate (BECDIPGA2 | Beclometasone Dipropionate),BECDIPGA2,Beclometasone Dipropionate (BECDIPGA2 | Beclometasone Dipropionate),4,Pharmacy,78,Inhaler,100 microgram/metered dose (200 doses),0,,0,87.94,,1/3/2025,yes,TRUE
BED PAN ADULT (NA | BED PAN ADULT) (864 | BED PAN ADULT (NA | BED PAN ADULT)),864,BED PAN ADULT (NA | BED PAN ADULT),10,Stationery,864,,,0,,0,,,,no,TRUE
BED SHEET (NA | BED SHEET) (980 | BED SHEET (NA | BED SHEET)),980,BED SHEET (NA | BED SHEET),11,Non-Consumables,980,,,0,,0,,,,no,TRUE
BEDSIDE LOCKER DELUX (NA | BEDSIDE LOCKER DELUX) (981 | BEDSIDE LOCKER DELUX (NA | BEDSIDE LOCKER DELUX)),981,BEDSIDE LOCKER DELUX (NA | BEDSIDE LOCKER DELUX),11,Non-Consumables,981,,,0,,0,,,,no,TRUE
BEDSIDE LOCKERS (NA | NA) (1099 | BEDSIDE LOCKERS (NA | NA)),1099,BEDSIDE LOCKERS (NA | NA),9,Non-Drug Consumables,1099,,,0,,0,,,,no,TRUE
Bendroflumethiazide  (BENDROTA1 | Bendroflumethiazide ),BENDROTA1,Bendroflumethiazide  (BENDROTA1 | Bendroflumethiazide ),4,Pharmacy,81,Tablet,2.5 mg,0.18,,0.02,0.12,,1/3/2025,yes,TRUE
Benzatropine  (BENZATIN1 | Benzatropine ),BENZATIN1,Benzatropine  (BENZATIN1 | Benzatropine ),4,Pharmacy,82,Injection,1 mg/mL,0,,0,110.2,,1/3/2025,yes,TRUE
Benzatropine (2 mg) (BENZATTA1 | Benzatropine),BENZATTA1,Benzatropine (2 mg) (BENZATTA1 | Benzatropine),4,Pharmacy,83,Tablet,2 mg,0,,0,6.93,,1/3/2025,yes,TRUE
Benzoic Acid + Salicylic Acid  (BEACSAOI1 | Benzoic Acid + Salicylic Acid ),BEACSAOI1,Benzoic Acid + Salicylic Acid  (BEACSAOI1 | Benzoic Acid + Salicylic Acid ),4,Pharmacy,84,Ointment,6% + 3%,13,,0,17.6,,1/3/2025,yes,TRUE
Benzoyl Peroxide  (0.05) (BENPERCR1 | Benzoyl Peroxide ),BENPERCR1,Benzoyl Peroxide  (0.05) (BENPERCR1 | Benzoyl Peroxide ),4,Pharmacy,86,Cream,0.05,0,,0,118.25,,1/3/2025,yes,TRUE
Benzoyl Peroxide  (BENPERCR2 | Benzoyl Peroxide ),BENPERCR2,Benzoyl Peroxide  (BENPERCR2 | Benzoyl Peroxide ),4,Pharmacy,85,Cream,0.1,0,,0,131.45,,1/3/2025,yes,TRUE
Benzyl Benzoate  (0.25) (BENBENLO2 | Benzyl Benzoate ),BENBENLO2,Benzyl Benzoate  (0.25) (BENBENLO2 | Benzyl Benzoate ),4,Pharmacy,88,Lotion,0.25,0,,0,28.6,,1/3/2025,yes,TRUE
Benzyl Benzoate  (BENBENLO1 | Benzyl Benzoate ),BENBENLO1,Benzyl Benzoate  (BENBENLO1 | Benzyl Benzoate ),4,Pharmacy,87,Lotion,0.25,20,,0,24.86,,1/3/2025,yes,TRUE
Benzyl Penicillin Injection 1mu (BENZYLIN1 | Benzyl Penicillin Injection 1mu),BENZYLIN1,Benzyl Penicillin Injection 1mu,4,Pharmacy,89,Injection,1 MU,4,,1,3.3,,1/3/2025,yes,TRUE
Betamethasone Valerate  (BETVALCR2 | Betamethasone Valerate ),BETVALCR2,Betamethasone Valerate  (BETVALCR2 | Betamethasone Valerate ),4,Pharmacy,91,Cream,0.001,23,,0,20.28,,1/2/2023,yes,TRUE
Betaxolol HCL  (BETAXOID1 | Betaxolol HCL ),BETAXOID1,Betaxolol HCL  (BETAXOID1 | Betaxolol HCL ),4,Pharmacy,92,Drops,0.005,0,,0,19.89,,1/3/2025,yes,TRUE
BIFOCAL PHOTO LENSES (NA | BIFOCAL PHOTO LENSES) (982 | BIFOCAL PHOTO LENSES (NA | BIFOCAL PHOTO LENSES)),982,BIFOCAL PHOTO LENSES (NA | BIFOCAL PHOTO LENSES),11,Non-Consumables,982,,,400,,0,,,,no,TRUE
BINDING COMB VARIOUS (NA | BINDING COMB VARIOUS) (865 | BINDING COMB VARIOUS (NA | BINDING COMB VARIOUS)),865,BINDING COMB VARIOUS (NA | BINDING COMB VARIOUS),10,Stationery,865,,,0,,0,,,,no,TRUE
BINDING COVER VARIOUS (NA | BINDING COVER VARIOUS) (866 | BINDING COVER VARIOUS (NA | BINDING COVER VARIOUS)),866,BINDING COVER VARIOUS (NA | BINDING COVER VARIOUS),10,Stationery,866,,,0,,0,,,,no,TRUE
BINE 20 (NA | BINE 20) (611 | BINE 20 (NA | BINE 20)),611,BINE 20 (NA | BINE 20),5,Consumables,611,,,6,,0,,,,no,TRUE
BIO HAZARD BAGS (NA | NA) (1292 | BIO HAZARD BAGS (NA | NA)),1292,BIO HAZARD BAGS (NA | NA),10,Stationery,1292,,,0,,0,,,,no,TRUE
Bisacodyl  (BISACOTA1 | Bisacodyl ),BISACOTA1,Bisacodyl  (BISACOTA1 | Bisacodyl ),4,Pharmacy,93,Tablet,5 mg,0.25,,0,1.1,,1/3/2025,yes,TRUE
Bisoprolol Tablet 10mg (BISOPRTA2 | Bisoprolol Tablet 10mg),BISOPRTA2,Bisoprolol Tablet 10mg,4,Pharmacy,95,Tablet,10 mg,1.2,,0.1,1.02,,1/3/2025,yes,TRUE
BLACK CABLE 1.5 (NA | BLACK CABLE 1.5) (983 | BLACK CABLE 1.5 (NA | BLACK CABLE 1.5)),983,BLACK CABLE 1.5 (NA | BLACK CABLE 1.5),11,Non-Consumables,983,,,0,,0,,,,no,TRUE
BLACK CABLE 2.5 (NA | BLACK CABLE 2.5) (984 | BLACK CABLE 2.5 (NA | BLACK CABLE 2.5)),984,BLACK CABLE 2.5 (NA | BLACK CABLE 2.5),11,Non-Consumables,984,,,0,,0,,,,no,TRUE
BLACK CATERIDGE 63 X L (NA | BLACK CATERIDGE 63 X L) (867 | BLACK CATERIDGE 63 X L (NA | BLACK CATERIDGE 63 X L)),867,BLACK CATERIDGE 63 X L (NA | BLACK CATERIDGE 63 X L),10,Stationery,867,,,0,,0,,,,no,TRUE
BLACK PEN (NA | BLACK PEN) (846 | BLACK PEN (NA | BLACK PEN)),846,BLACK PEN (NA | BLACK PEN),10,Stationery,846,,,0,,0,,,,no,TRUE
black tape (NA | NA) (1127 | black tape (NA | NA)),1127,black tape (NA | NA),11,Non-Consumables,1127,,,0,,0,,,,no,TRUE
BLADE HOLDER #4 (NA | BLADE HOLDER #4) (985 | BLADE HOLDER #4 (NA | BLADE HOLDER #4)),985,BLADE HOLDER #4 (NA | BLADE HOLDER #4),11,Non-Consumables,985,,,0,,0,,,,no,TRUE
BLOOD BAG (DOUBLE) (NA | NA) (1224 | BLOOD BAG (DOUBLE) (NA | NA)),1224,BLOOD BAG (DOUBLE) (NA | NA),7,Laboratory Consumables,1224,,,0,,0,,,,no,TRUE
BLOOD BAG (NA | NA) (1300 | BLOOD BAG (NA | NA)),1300,BLOOD BAG (NA | NA),9,Non-Drug Consumables,1300,,,0,,0,,,,no,TRUE
BLOOD BAG (SINGLE) (NA | NA) (1225 | BLOOD BAG (SINGLE) (NA | NA)),1225,BLOOD BAG (SINGLE) (NA | NA),7,Laboratory Consumables,1225,,,0,,0,,,,no,TRUE
BLOOD GIVING SET (NA | BLOOD GIVING SET) (600 | BLOOD GIVING SET (NA | BLOOD GIVING SET)),600,BLOOD GIVING SET (NA | BLOOD GIVING SET),5,Consumables,600,,,0.8,,0,,,,no,TRUE
BLOOD GLUCOSE MONITOTRING CHART (NA | NA) (1387 | BLOOD GLUCOSE MONITOTRING CHART (NA | NA)),1387,BLOOD GLUCOSE MONITOTRING CHART (NA | NA),10,Stationery,1387,,,0,,0,,,,no,TRUE
BLOOD LANCET (NA | BLOOD LANCET) (665 | BLOOD LANCET (NA | BLOOD LANCET)),665,BLOOD LANCET (NA | BLOOD LANCET),7,Laboratory Consumables,665,,,0,,0,,,,no,TRUE
BLOOD MIXER ROLLER (NA | NA) (1395 | BLOOD MIXER ROLLER (NA | NA)),1395,BLOOD MIXER ROLLER (NA | NA),7,Laboratory Consumables,1395,,,0,,0,,,,no,TRUE
BLOOD TRANSFUSION REQUEST FORM (NA | BLOOD TRANSFUSION REQUEST FORM) (868 | BLOOD TRANSFUSION REQUEST FORM (NA | BLOOD TRANSFUSION REQUEST FORM)),868,BLOOD TRANSFUSION REQUEST FORM (NA | BLOOD TRANSFUSION REQUEST FORM),10,Stationery,868,,,0,,0,,,,no,TRUE
BLUE INKJET X-RAY(500ML) (NA | NA) (1295 | BLUE INKJET X-RAY(500ML) (NA | NA)),1295,BLUE INKJET X-RAY(500ML) (NA | NA),11,Non-Consumables,1295,,,0,,0,,,,no,TRUE
BLUE PEN (NA | BLUE PEN) (847 | BLUE PEN (NA | BLUE PEN)),847,BLUE PEN (NA | BLUE PEN),10,Stationery,847,,,0,,0,,,,no,TRUE
BOASTER (NA | BOASTER) (988 | BOASTER (NA | BOASTER)),988,BOASTER (NA | BOASTER),11,Non-Consumables,988,,,0,,0,,,,no,TRUE
BODY BAG (NA | BODY BAG) (989 | BODY BAG (NA | BODY BAG)),989,BODY BAG (NA | BODY BAG),11,Non-Consumables,989,,,0,,0,,,,no,TRUE
BORIC ACID (NA | BORIC ACID) (990 | BORIC ACID (NA | BORIC ACID)),990,BORIC ACID (NA | BORIC ACID),11,Non-Consumables,990,,,0,,0,,,,no,TRUE
BP APARATUS (NA | BP APARATUS) (612 | BP APARATUS (NA | BP APARATUS)),612,BP APARATUS (NA | BP APARATUS),5,Consumables,612,,,300,,0,,,,no,TRUE
BP CUFF (NA | NA) (1316 | BP CUFF (NA | NA)),1316,BP CUFF (NA | NA),9,Non-Drug Consumables,1316,,,0,,0,,,,no,TRUE
Bromocriptine  (BROMOCTA1 | Bromocriptine ),BROMOCTA1,Bromocriptine  (BROMOCTA1 | Bromocriptine ),4,Pharmacy,96,Tablet,2.5 mg,3,,0,4.68,,1/2/2023,yes,TRUE
BROWN ENVELOPES A3 SIZE (NA | BROWN ENVELOPES A3 SIZE) (869 | BROWN ENVELOPES A3 SIZE (NA | BROWN ENVELOPES A3 SIZE)),869,BROWN ENVELOPES A3 SIZE (NA | BROWN ENVELOPES A3 SIZE),10,Stationery,869,,,0,,0,,,,no,TRUE
BROWN ENVELOPES A4 SIZE (NA | BROWN ENVELOPES A4 SIZE) (870 | BROWN ENVELOPES A4 SIZE (NA | BROWN ENVELOPES A4 SIZE)),870,BROWN ENVELOPES A4 SIZE (NA | BROWN ENVELOPES A4 SIZE),10,Stationery,870,,,0,,0,,,,no,TRUE
Budesonide + Formoterol (80 microgram/4.5 microgram (60 Doses)) (BUDFORGA1 | Budesonide + Formoterol),BUDFORGA1,Budesonide + Formoterol (80 microgram/4.5 microgram (60 Doses)) (BUDFORGA1 | Budesonide + Formoterol),4,Pharmacy,98,Inhaler,80 microgram/4.5 microgram (60 Doses),110,,0,143,,1/3/2025,yes,TRUE
Budesonide + Formoterol Inhaler (NA | NA) (1332 | Budesonide + Formoterol Inhaler (NA | NA)),1332,Budesonide + Formoterol Inhaler (NA | NA),4,Pharmacy,1332,0,,0,,0,,,,no,TRUE
Budesonide DPI (200 microgram (100 Doses)) (BUDESOGA2 | Budesonide DPI),BUDESOGA2,Budesonide DPI (200 microgram (100 Doses)) (BUDESOGA2 | Budesonide DPI),4,Pharmacy,100,Inhaler,200 microgram (100 Doses),0,,0,212.78,,1/3/2025,yes,TRUE
Budesonide DPI (BUDESOGA1 | Budesonide DPI),BUDESOGA1,Budesonide DPI (BUDESOGA1 | Budesonide DPI),4,Pharmacy,99,Inhaler,100 microgram (100 Doses),0,,0,108.11,,1/3/2025,yes,TRUE
Budesonide Plus Formoterol Inhaler 160m/4.5(60doses) (BUDFORGA2 | Budesonide Plus Formoterol Inhaler 160m/4.5(60doses)),BUDFORGA2,Budesonide Plus Formoterol Inhaler 160m/4.5(60doses),4,Pharmacy,97,Inhaler,160microgram/4.5 microgram (60 Doses),155,,12,151.25,,1/3/2025,yes,TRUE
BULB SUCTION (NA | NA) (1361 | BULB SUCTION (NA | NA)),1361,BULB SUCTION (NA | NA),9,Non-Drug Consumables,1361,,,0,,0,,,,no,TRUE
BUNSEN BURNER (NA | BUNSEN BURNER) (707 | BUNSEN BURNER (NA | BUNSEN BURNER)),707,BUNSEN BURNER (NA | BUNSEN BURNER),9,Non-Drug Consumables,707,,,0,,0,,,,no,TRUE
BUPIVACAINE (HEAVY) (M000557 | BUPIVACAINE (HEAVY)) (555 | BUPIVACAINE (HEAVY) (M000557 | BUPIVACAINE (HEAVY))),555,BUPIVACAINE (HEAVY) (M000557 | BUPIVACAINE (HEAVY)),4,Pharmacy,555,Injection,0.05,50,,0,,,,no,TRUE
BUTTERFLY NEEDLE 23G (NA | BUTTERFLY NEEDLE 23G) (709 | BUTTERFLY NEEDLE 23G (NA | BUTTERFLY NEEDLE 23G)),709,BUTTERFLY NEEDLE 23G (NA | BUTTERFLY NEEDLE 23G),9,Non-Drug Consumables,709,,,0,,0,,,,no,TRUE
Caffeine Citrate 10 mg/ mL (CC10 | Caffeine Citrate 10 mg/ mL),CC10,Caffeine Citrate 10 mg/ mL,,,,Injection,10 mg/ mL,0,,0,,,,no,TRUE
Calamine Cream (CALAMICR1 | Calamine Cream),CALAMICR1,Calamine Cream,4,Pharmacy,101,Cream,0.15,20,,0,18.04,,1/3/2025,yes,TRUE
Calamine Lotion (CALAMILO1 | Calamine Lotion),CALAMILO1,Calamine Lotion,4,Pharmacy,102,Lotion,0.15,18,,6,11.55,,1/3/2025,yes,TRUE
Calciferol  (CALCIFTA1 | Calciferol ),CALCIFTA1,Calciferol  (CALCIFTA1 | Calciferol ),4,Pharmacy,103,Tablet,"10,000 units",0,,0,2.39,,1/2/2023,yes,TRUE
Calcium Carbonate Tablet 500mg (CALCARTA1 | Calcium Carbonate Tablet 500mg),CALCARTA1,Calcium Carbonate Tablet 500mg,4,Pharmacy,105,Tablet,500 mg,2,,0,3.3,,1/3/2025,yes,TRUE
Calcium Gluconate Injection (CALGLUIN1 | Calcium Gluconate Injection),CALGLUIN1,Calcium Gluconate Injection,4,Pharmacy,104,Injection,100 mg/mL in 10 mL,55,,40,29.7,,1/3/2025,yes,TRUE
Calcium with Vitamin D  (CALVITTA1 | Calcium with Vitamin D ),CALVITTA1,Calcium with Vitamin D  (CALVITTA1 | Calcium with Vitamin D ),4,Pharmacy,106,Tablet,97 mg + 10 microgram,0,,0,1.47,,1/3/2025,yes,TRUE
CALCULATOR (NA | CALCULATOR) (871 | CALCULATOR (NA | CALCULATOR)),871,CALCULATOR (NA | CALCULATOR),10,Stationery,871,,,0,,0,,,,no,TRUE
CANDIBIOTIC EAR  (M000559 | CANDIBIOTIC EAR ),M000559,CANDIBIOTIC EAR  (M000559 | CANDIBIOTIC EAR ),4,Pharmacy,557,0,,0,,0,,,,no,TRUE
Capecitabine  (CAPECITA1 | Capecitabine ),CAPECITA1,Capecitabine  (CAPECITA1 | Capecitabine ),4,Pharmacy,107,Tablet,500 mg,20,,0,19.76,,1/2/2023,yes,TRUE
CAR BATTERY (NA | NA) (1330 | CAR BATTERY (NA | NA)),1330,CAR BATTERY (NA | NA),8,Miscellaneous Preparations,1330,,,0,,0,,,,no,TRUE
CAR TYRES (NA | CAR TYRES) (991 | CAR TYRES (NA | CAR TYRES)),991,CAR TYRES (NA | CAR TYRES),11,Non-Consumables,991,,,0,,0,,,,no,TRUE
Carbamazepine  () (M000663 | Carbamazepine),M000663,Carbamazepine  () (M000663 | Carbamazepine),4,Pharmacy,1245,Syrup,,0,,0,,,,no,TRUE
Carbamazepine (100 mg) (CARBAMTA1 | Carbamazepine ) (Tablet),CARBAMTA1,Carbamazepine (100 mg) (CARBAMTA1 | Carbamazepine ) (Tablet),4,Pharmacy,110,Tablet,100 mg,0,,0,1.21,,1/3/2025,yes,TRUE
Carbamazepine Sustained Release (200mg) (CARBAMTA3 | Carbamazepine Sustained Release),CARBAMTA3,Carbamazepine Sustained Release (200mg) (CARBAMTA3 | Carbamazepine Sustained Release),4,Pharmacy,1244,Tablet,200mg,0,,0,,,,no,TRUE
Carbamazepine Sustained Release (CARBAMTA4 | Carbamazepine Sustained Release),CARBAMTA4,Carbamazepine Sustained Release (CARBAMTA4 | Carbamazepine Sustained Release),4,Pharmacy,1243,Tablet,400mg,0,,0,,,,no,TRUE
Carbamazepine Tablet 200mg (CARBAMTA2 | Carbamazepine Tablet 200mg),CARBAMTA2,Carbamazepine Tablet 200mg,4,Pharmacy,111,Tablet,200 mg,1.2,,0.2,1.05,,1/3/2025,yes,TRUE
Carbimazole  (5 mg) (CARBIMTA1 | Carbimazole ),CARBIMTA1,Carbimazole  (5 mg) (CARBIMTA1 | Carbimazole ),4,Pharmacy,113,Tablet,5 mg,18,,0,1.16,,1/3/2025,yes,TRUE
Carbimazole  (CARBIMTA2 | Carbimazole ),CARBIMTA2,Carbimazole  (CARBIMTA2 | Carbimazole ),4,Pharmacy,112,Tablet,20 mg,0,,0,2.2,,1/3/2025,yes,TRUE
Carbocisteine Syrup Adult (CARBOCSY2 | Carbocisteine Syrup Adult),CARBOCSY2,Carbocisteine Syrup Adult,4,Pharmacy,115,Syrup,250 mg/5 mL,11,,0,11.06,,1/3/2025,yes,TRUE
Carbocisteine Syrup Paediatric (CARBOCSY1 | Carbocisteine Syrup Paediatric),CARBOCSY1,Carbocisteine Syrup Paediatric,4,Pharmacy,114,Syrup,125 mg/5 mL Paed,15,,0,14.3,,1/3/2025,yes,TRUE
CARBOLIC SOAP (NA | NA) (1197 | CARBOLIC SOAP (NA | NA)),1197,CARBOLIC SOAP (NA | NA),6,Disinfectants,1197,,,0,,0,,,,no,TRUE
CARBON PAPER (NA | CARBON PAPER) (872 | CARBON PAPER (NA | CARBON PAPER)),872,CARBON PAPER (NA | CARBON PAPER),10,Stationery,872,,,0,,0,,,,no,TRUE
Carboplatin  (450 mg) (CARBOPIN2 | Carboplatin ),CARBOPIN2,Carboplatin  (450 mg) (CARBOPIN2 | Carboplatin ),4,Pharmacy,117,Injection,450 mg,0,,0,559.68,,1/2/2023,yes,TRUE
Carboplatin  (CARBOPIN1 | Carboplatin ),CARBOPIN1,Carboplatin  (CARBOPIN1 | Carboplatin ),4,Pharmacy,116,Injection,150 mg,0,,0,244.2,,1/2/2023,yes,TRUE
CARRIER BAG L/S (NA | NA) (1134 | CARRIER BAG L/S (NA | NA)),1134,CARRIER BAG L/S (NA | NA),4,Pharmacy,1134,0,,0,,0,,,,no,TRUE
CARRIER BAG M/S (M000608 | NA),M000608,CARRIER BAG M/S (M000608 | NA),4,Pharmacy,1133,0,,0,,0,,,,no,TRUE
CARRIER BAG S/S (M000609 | NA),M000609,CARRIER BAG S/S (M000609 | NA),4,Pharmacy,1135,0,,0,,0,,,,no,TRUE
Carvedilol  (12.5 mg) (CARVEDTA2 | Carvedilol ),CARVEDTA2,Carvedilol  (12.5 mg) (CARVEDTA2 | Carvedilol ),4,Pharmacy,119,Tablet,12.5 mg,1.8,,0,1.88,,1/2/2023,yes,TRUE
Carvedilol  (CARVEDTA1 | Carvedilol ),CARVEDTA1,Carvedilol  (CARVEDTA1 | Carvedilol ),4,Pharmacy,118,Tablet,3.125 mg,0,,0,1.49,,1/2/2023,yes,TRUE
CASES (NA | CASES) (992 | CASES (NA | CASES)),992,CASES (NA | CASES),11,Non-Consumables,992,,,0,,0,,,,no,TRUE
CATGUT CHROMIC 1 (NA | CATGUT CHROMIC 1) (614 | CATGUT CHROMIC 1 (NA | CATGUT CHROMIC 1)),614,CATGUT CHROMIC 1 (NA | CATGUT CHROMIC 1),5,Consumables,614,,,10,,0,,,,no,TRUE
CATGUT CHROMIC 2 (NA | CATGUT CHROMIC 2) (710 | CATGUT CHROMIC 2 (NA | CATGUT CHROMIC 2)),710,CATGUT CHROMIC 2 (NA | CATGUT CHROMIC 2),9,Non-Drug Consumables,710,,,0,,0,,,,no,TRUE
CATGUT CHROMIC 2/0 (NA | CATGUT CHROMIC 2/0) (711 | CATGUT CHROMIC 2/0 (NA | CATGUT CHROMIC 2/0)),711,CATGUT CHROMIC 2/0 (NA | CATGUT CHROMIC 2/0),9,Non-Drug Consumables,711,,,0,,0,,,,no,TRUE
CATGUT CHROMIC O (NA | CATGUT CHROMIC O) (712 | CATGUT CHROMIC O (NA | CATGUT CHROMIC O)),712,CATGUT CHROMIC O (NA | CATGUT CHROMIC O),9,Non-Drug Consumables,712,,,0,,0,,,,no,TRUE
CATGUT NYLON 1 (NA | CATGUT NYLON 1) (615 | CATGUT NYLON 1 (NA | CATGUT NYLON 1)),615,CATGUT NYLON 1 (NA | CATGUT NYLON 1),5,Consumables,615,,,9,,0,,,,no,TRUE
CATGUT NYLON 2 (NA | NA) (1199 | CATGUT NYLON 2 (NA | NA)),1199,CATGUT NYLON 2 (NA | NA),9,Non-Drug Consumables,1199,,,0,,0,,,,no,TRUE
CATGUT NYLON 2/0 (NA | CATGUT NYLON 2/0) (713 | CATGUT NYLON 2/0 (NA | CATGUT NYLON 2/0)),713,CATGUT NYLON 2/0 (NA | CATGUT NYLON 2/0),9,Non-Drug Consumables,713,,,0,,0,,,,no,TRUE
CATGUT NYLON 3/0 (NA | CATGUT NYLON 3/0) (714 | CATGUT NYLON 3/0 (NA | CATGUT NYLON 3/0)),714,CATGUT NYLON 3/0 (NA | CATGUT NYLON 3/0),9,Non-Drug Consumables,714,,,0,,0,,,,no,TRUE
CATGUT NYLON O (NA | CATGUT NYLON O) (617 | CATGUT NYLON O (NA | CATGUT NYLON O)),617,CATGUT NYLON O (NA | CATGUT NYLON O),5,Consumables,617,,,9,,0,,,,no,TRUE
Cefaclor  (125 mg/5 mL) (CEFACLSU1 | Cefaclor ),CEFACLSU1,Cefaclor  (125 mg/5 mL) (CEFACLSU1 | Cefaclor ),4,Pharmacy,122,Suspension,125 mg/5 mL,0,,0,40.15,,1/3/2025,yes,TRUE
Cefaclor  (250 mg/5 mL) (CEFACLSU2 | Cefaclor ),CEFACLSU2,Cefaclor  (250 mg/5 mL) (CEFACLSU2 | Cefaclor ),4,Pharmacy,123,Suspension,250 mg/5 mL,0,,0,59.95,,1/3/2025,yes,TRUE
Cefaclor  (500 mg) (CEFACLCA2 | Cefaclor ),CEFACLCA2,Cefaclor  (500 mg) (CEFACLCA2 | Cefaclor ),4,Pharmacy,121,Capsule,500 mg,0,,0,12.65,,1/3/2025,yes,TRUE
Cefaclor  (CEFACLCA1 | Cefaclor ),CEFACLCA1,Cefaclor  (CEFACLCA1 | Cefaclor ),4,Pharmacy,120,Capsule,250 mg,0,,0,6.86,,1/3/2025,yes,TRUE
CEFIXIME  (M000560 | CEFIXIME ),M000560,CEFIXIME  (M000560 | CEFIXIME ),4,Pharmacy,558,Tablet,200mg,3,,0,,,,no,TRUE
Cefotaxime  (CEFOTAIN2 | Cefotaxime ),CEFOTAIN2,Cefotaxime  (CEFOTAIN2 | Cefotaxime ),4,Pharmacy,124,Injection,1 g,35,,15,20.2,,1/3/2025,yes,TRUE
Cefotaxime Injection 1g (CEFOTAIN1 | Cefotaxime Injection 1g),CEFOTAIN1,Cefotaxime Injection 1g,4,Pharmacy,125,Injection,500 mg,0,,0,14.85,,1/3/2025,yes,TRUE
CEFTAZIDIME (FORTUM)  (M000561 | CEFTAZIDIME (FORTUM) ) (559 | CEFTAZIDIME (FORTUM)  (M000561 | CEFTAZIDIME (FORTUM) )),559,CEFTAZIDIME (FORTUM)  (M000561 | CEFTAZIDIME (FORTUM) ),4,Pharmacy,559,Injection,1G,35,,0,,,,no,TRUE
Ceftriazone  (500 mg) (CEFTRIIN2 | Ceftriazone ),CEFTRIIN2,Ceftriazone  (500 mg) (CEFTRIIN2 | Ceftriazone ),4,Pharmacy,127,Injection,500 mg,10,,0,8.8,,1/3/2025,yes,TRUE
